name,platform,dependents_count,dependent_repos_count,stars,forks,contributions_count,rank,gap,reverse_gap,hidden_score,critical_fragile,staleness_years,release_count,releases_per_year,first_release_year,last_release_year,license,domain,repo_host,repo_org,status,deprecation_reason,cluster,keywords_text
@nomicfoundation/hardhat-ethers,npm,820,275,8391,1683,439,23,0.47343407505422297,-0.47343407505422297,-0.829900491144334,-3.0972941457952845,0.06570841889117043,51,17.0,2023,2025,MIT,multi,github.com,nomicfoundation,,,0,ethereum smart-contracts hardhat hardhat-plugin ethers.js blockchain dapps debugging javascript solidity task-runner tooling typescript
forever,npm,804,492,13894,945,88,22,0.21294896109063854,-0.21294896109063854,-1.3357149934215502,-1.220458708124973,3.9425051334702257,75,5.769230769230769,2010,2022,MIT,devtools,github.com,foreverjs,,,5,cli fault tolerant sysadmin tools
@vue/vue3-jest,npm,801,258,760,157,76,20,0.4908746042029115,-0.4908746042029115,-0.12131907954146975,-0.8767504939003865,2.3381245722108144,18,6.0,2021,2023,MIT,multi,github.com,vuejs,,,5,jest vue jest vue jest vue transform jest vue preprocessor vue jest vue jest transform vue jest preprocessor jest-vue vue-jest
event-emitter,npm,803,409,244,23,2,20,0.29247219202871566,-0.29247219202871566,-0.06637116908450552,3.096588973708783,8.815879534565367,15,2.142857142857143,2011,2017,MIT,web,github.com,medikoo,,,3,event events trigger observer listener emitter pubsub
strip-eof,npm,800,434,36,10,4,17,0.26514325912960013,-0.26514325912960013,0.39066299315382846,2.8292490237945427,7.197809719370294,2,0.5,2015,2018,MIT,other,github.com,sindresorhus,Deprecated,Renamed to `strip-final-newline` to better represent its functionality.,3,strip trim remove delete final last end file newline linebreak character string buffer
@ionic-native/core,npm,802,212,2441,2412,652,22,0.5763359418399432,-0.5763359418399432,-0.46977444482730396,-1.6963000723319461,4.383299110198494,167,33.4,2017,2021,MIT,web,github.com,ionic-team,,,5,angular cordova cordova-plugin ionic ionic-framework
@types/karma,npm,869,424,50793,30543,1814,25,0.3111303225683071,-0.3111303225683071,-1.662388405177325,-3.943936420181048,1.2101300479123889,55,6.111111111111111,2016,2024,MIT,other,github.com,definitelytyped,,,5,definition dts hacktoberfest types typescript typescript-definitions typings
dts-cli,npm,799,246,447,23,0,18,0.510393033732278,-0.510393033732278,0.09878582949829282,1.13751594531408,1.6700889801505818,45,11.25,2021,2024,MIT,devtools,github.com,weiran-zsd,,,0,react typescript bundle rollup babel tsdx
unfetch,npm,798,353,5718,201,34,23,0.35354351728820355,-0.35354351728820355,-0.862372314978601,-0.822125668498001,3.02258726899384,16,2.6666666666666665,2017,2022,MIT,multi,github.com,developit,,,5,fetch polyfill xhr ajax ponyfill tiny unfetch xmlhttprequest
nomnom,npm,800,579,470,62,13,17,0.14020452252130022,-0.14020452252130022,-0.49285003205630473,1.8736184168203633,7.8904859685147155,26,3.25,2011,2018,MIT,other,github.com,harthur,Deprecated,Package no longer supported. Contact support@npmjs.com for more info.,3,arguments option parser command line options parser
ipfs-http-client,npm,798,289,7435,1241,248,16,0.4401487814150351,-0.4401487814150351,-0.8417377833229575,-1.9828082685085293,2.622861054072553,391,65.16666666666667,2018,2023,Apache-2.0,web,github.com,ipfs,Deprecated,js-IPFS has been deprecated in favour of Helia - please see https://github.com/ipfs/js-ipfs/issues/4336 for details,5,ipfs decentralized distributed immutable ipld javascript js-ipfs libp2p p2p peer-to-peer
@types/deep-equal,npm,911,488,50793,30543,1814,25,0.27068597920479576,-0.27068597920479576,-1.7151867165503814,-3.59456175296909,2.1711156741957565,16,2.0,2016,2023,MIT,other,github.com,definitelytyped,,,5,definition dts hacktoberfest types typescript typescript-definitions typings
microtime,npm,800,594,602,45,9,20,0.12911555035568778,-0.12911555035568778,-0.5654902048978816,0.5271352419550479,3.4086242299794662,40,3.3333333333333335,2011,2022,MIT,other,github.com,wadey,,,5,microtime microseconds gettimeofday
jscoverage,npm,798,621,89,21,7,18,0.10875639462317244,-0.10875639462317244,-0.09103134791322587,3.4052275645013474,10.431211498973306,53,13.25,2012,2015,MIT,multi,github.com,fishbar,,,3,jscoverage node javascript coverage dev tool
dot,npm,797,487,5051,1016,14,23,0.21358306934801918,-0.21358306934801918,-1.0800290248336137,0.353702023925641,5.453798767967146,25,2.5,2011,2020,MIT,other,github.com,olado,,,3,template fast simple templating
@types/loader-utils,npm,798,467,50793,30543,1814,25,0.23230092623986698,-0.23230092623986698,-1.7953058903323038,-4.282070237497317,0.3805612594113621,18,2.0,2017,2025,MIT,other,github.com,definitelytyped,,,5,definition dts hacktoberfest types typescript typescript-definitions typings
@smithy/types,npm,797,96,302,113,93,20,0.9152311570844849,-0.9152311570844849,0.7424358198068168,-1.4858529418144402,0.05475701574264202,56,18.666666666666668,2023,2025,Apache-2.0,multi,github.com,smithy-lang,,,0,
gulp-angular-templatecache,npm,797,450,524,103,24,16,0.24782634947276927,-0.24782634947276927,-0.37871407930474854,0.25734936117242685,3.887748117727584,39,4.333333333333333,2014,2022,MIT,web,github.com,miickel,Deprecated,The original owners are no longer maintaining this package. It is usable in its current state but will not be updated. The package will be transferred responsibly to npm.,5,gulpplugin gulp angular angularjs ng html2js templatecache gulp-plugin javascript
less-plugin-autoprefix,npm,800,379,169,30,13,20,0.32384891946742744,-0.32384891946742744,0.06400540832860024,2.015511747598252,7.460643394934976,11,2.2,2014,2018,Apache-2.0,other,github.com,less,,,3,less plugins autoprefixer less prefixes less-plugin
@typescript/native-preview,npm,806,349,23679,782,211,21,0.36280549037179455,-0.36280549037179455,-1.2532394422624185,-3.043718340404661,0.0,225,112.5,2025,2026,Apache-2.0,devtools,github.com,microsoft,,,5,typescript microsoft compiler language javascript tsgo
@strapi/typescript-utils,npm,796,329,70921,9356,664,24,0.38294438151822474,-0.38294438151822474,-1.5655487512776451,-3.931599545704654,0.0,2031,406.2,2022,2026,ICU,web,github.com,strapi,,,5,strapi generators api cms cms-framework content-management content-management-system customizable dashboard graphql hacktoberfest headless-cms jamstack javascript koa koa2 mysql no-code nodejs rest typescript
vite-node,npm,804,382,439,11,57,23,0.3225971063992459,-0.3225971063992459,-0.16999668385348948,-1.2475023081868029,0.13963039014373715,316,63.2,2021,2025,MIT,devtools,github.com,antfu-collective,,,5,node runtime vite
form-data-encoder,npm,795,403,26,13,6,21,0.29453170262706374,-0.29453170262706374,0.47997715806739394,0.5777806770387927,0.5941136208076659,40,8.0,2021,2025,MIT,multi,github.com,octet-stream,,,5,form-data encoder multipart files-upload async-iterator spec-compatible form file-upload formdata spec-compliant typescript
unplugin-vue-define-options,npm,795,126,1973,120,51,21,0.7971093467817121,-0.7971093467817121,0.10144443654157076,-1.6869055397634738,0.010951403148528405,133,26.6,2022,2026,MIT,devtools,github.com,vue-macros,,,0,vue-macros macros vue sfc setup script-setup define-options unplugin esbuild options rollup rsbuild rspack vite vuejs webpack
@pika/plugin-build-node,npm,814,554,161,31,21,19,0.1668646256173001,-0.1668646256173001,-0.15880827976965262,1.323186763941695,5.900068446269678,28,14.0,2019,2020,MIT,other,github.com,pikapkg,,,3,
mocha-multi-reporters,npm,794,401,77,25,18,21,0.29614107557200064,-0.29614107557200064,0.21120007847352112,1.3170471893153715,5.174537987679671,15,2.5,2015,2020,MIT,testing,github.com,stanleyhlng,,,3,mocha reporter
pug-plain-loader,npm,913,341,118,14,3,18,0.4269200896776968,-0.4269200896776968,0.35818139926914205,2.060560419695065,5.08145106091718,2,0.6666666666666666,2018,2020,MIT,multi,github.com,yyx990803,,,3,pug loader webpack plain
gitbook-cli,npm,818,532,728,210,10,21,0.18655669273384623,-0.18655669273384623,-0.5816538285616002,2.0358791632423805,8.487337440109513,21,7.0,2015,2017,Apache-2.0,multi,github.com,gitbookio,,,3,
@tanstack/react-query-devtools,npm,793,181,47948,3632,1328,24,0.6397491144420218,-0.6397491144420218,-1.0534634118108104,-4.124461372123289,0.02737850787132101,527,131.75,2022,2025,MIT,web,github.com,tanstack,,,0,async cache data fetch graphql hooks query react rest solid stale stale-while-revalidate svelte typescript update vue
expo-font,npm,795,201,46184,10507,856,25,0.595561698291045,-0.595561698291045,-1.146521783425952,-3.9495000414057237,0.008213552361396304,205,22.77777777777778,2018,2026,MIT,web,github.com,expo,,,0,react-native expo font android app-framework framework frontend ios javascript mobile native native-apps react typescript universal web web-framework
ts-dedent,npm,915,341,170,8,7,20,0.42786936761171557,-0.42786936761171557,0.27487866889491197,1.4427239941365757,4.435318275154004,8,2.0,2018,2021,MIT,other,github.com,tamino-martinius,,,5,dedent deindent indentation multi-line string multiline strings template literals template strings ts typescript es6 harmony multi-line-text node node-js node-module package template-literals
type-coverage,npm,792,678,1281,43,21,22,0.06740341303710196,-0.06740341303710196,-0.8648739936615906,-0.7600301375113859,1.2320328542094456,136,19.428571428571427,2018,2024,MIT,multi,github.com,plantain-00,,,5,
hasha,npm,899,472,954,32,10,22,0.2793813687015132,-0.2793813687015132,-0.44042774891679815,-0.5405631287178152,0.3203285420944558,17,1.5454545454545454,2015,2025,MIT,security,github.com,sindresorhus,,,5,hash hashing crypto hex base64 md5 sha1 sha256 sha512 sum stream file fs buffer string text rev revving simple easy
@mapbox/node-pre-gyp,npm,799,420,1144,268,81,22,0.27880789115627547,-0.27880789115627547,-0.5640513998790815,-1.7699452717289754,0.05475701574264202,30,6.0,2021,2025,BSD-3-Clause,other,github.com,mapbox,,,5,native addon module c c++ bindings binary priority
babel-code-frame,npm,791,366,43833,5787,807,25,0.3340591173374041,-0.3340591173374041,-1.5022650925915992,-1.2304029107954346,8.229979466119097,54,18.0,2015,2017,MIT,devtools,github.com,babel,,,3,ast babel compiler es2015 es6 flavortown javascript
@commitlint/travis-cli,npm,791,587,18222,951,277,24,0.12934785551335493,-0.12934785551335493,-1.53754186011371,-3.1105238900561063,0.019164955509924708,133,13.3,2017,2026,MIT,devtools,github.com,conventional-changelog,,,5,conventional-changelog commitlint cli commit conventions git lint
fast-safe-stringify,npm,791,432,351,27,14,22,0.2622372852361279,-0.2622372852361279,-0.21365078072202331,0.7800916295553408,4.334017796030117,39,6.5,2016,2021,MIT,other,github.com,davidmarkclements,,,5,stable stringify json json.stringify safe serialize
@babel/plugin-syntax-flow,npm,794,343,43833,5787,807,26,0.36380868608494055,-0.36380868608494055,-1.4569085660478964,-3.8201035479534524,0.2080766598220397,86,9.555555555555555,2017,2025,MIT,devtools,github.com,babel,,,5,babel-plugin ast babel compiler es2015 es6 flavortown javascript
@oclif/tslint,npm,790,437,1,4,7,17,0.2567023729935771,-0.2567023729935771,0.9655679635133818,3.201070882364977,7.238877481177276,16,16.0,2018,2018,MIT,devtools,github.com,oclif,,,3,oclif
xml2json,npm,793,503,810,212,32,20,0.197389965981571,-0.197389965981571,-0.5951727348487504,0.6776278746630299,6.036960985626283,28,3.111111111111111,2011,2019,MIT,ml,github.com,buglabs,,,3,
view-design,npm,971,94,2644,791,170,19,1.0099426596374268,-1.0099426596374268,0.31332751864921504,-0.8903075688946038,4.136892539356605,61,20.333333333333332,2019,2021,MIT,web,github.com,view-design,,,0,iview vue viewui vue.js component components ui framework css design-systems frontend javascript ui-design ui-kit vue-components
lighthouse,npm,789,393,29622,9621,373,24,0.3021308694648672,-0.3021308694648672,-1.4834674000685473,-3.4368328735840574,0.08213552361396304,1975,141.07142857142858,2012,2025,Apache-2.0,web,github.com,googlechrome,,,5,google chrome devtools audit best-practices chrome-devtools developer-tools performance-analysis performance-metrics pwa web
bull,npm,795,316,16200,1433,236,21,0.3998538055199172,-0.3998538055199172,-1.106111711623981,-2.672921199813613,1.054072553045859,198,16.5,2013,2024,MIT,other,github.com,optimalbits,,,5,job queue task parallel job-queue message message-queue nodejs priority rate-limiter scheduler
sudo-prompt,npm,789,374,488,125,5,17,0.32359582356272254,-0.32359582356272254,-0.2600762904247508,1.510136586997537,5.69472963723477,47,7.833333333333333,2015,2020,MIT,other,github.com,jorangreef,Deprecated,Package no longer supported. Contact Support at https://www.npmjs.com/support for more info.,3,sudo os dialog prompt command exec user access control uac privileges administrative elevate run as administrator
@stdlib/constants-float64-eps,npm,789,787,1,0,1,17,0.0011008738008859709,-0.0011008738008859709,0.8959161490595966,2.2954493546697985,1.4510609171800137,13,3.25,2021,2024,Apache-2.0,other,github.com,stdlib-js,,,5,stdlib stdmath constant const mathematics math double dbl floating-point float float64 ieee754 epsilon eps number javascript node node-js nodejs
@storybook/addon-centered,npm,789,263,88981,9820,1122,22,0.4760231644206101,-0.4760231644206101,-1.4866236056243916,-2.5109842349637703,5.363449691991787,516,129.0,2017,2020,MIT,web,github.com,storybookjs,,,3,addon storybook angular components design-systems documentation html javascript react react-native stories styleguide svelte testing typescript ui vite vue web-components webpack workshop
@types/unist,npm,926,542,50793,30543,1814,25,0.23227990455565006,-0.23227990455565006,-1.7701481904870198,-3.830694062762175,1.3990417522245038,17,2.125,2017,2024,MIT,other,github.com,definitelytyped,,,5,definition dts hacktoberfest types typescript typescript-definitions typings
koa-send,npm,788,411,428,86,32,21,0.28217978717628567,-0.28217978717628567,-0.27216793364601655,0.695620240587329,5.500342231348392,29,3.625,2013,2020,MIT,other,github.com,koajs,,,3,koa file static sendfile
passport-strategy,npm,793,500,113,30,1,19,0.19998277655985053,-0.19998277655985053,-0.029546362419190286,4.624641374293076,12.435318275154003,1,1.0,2013,2013,MIT,web,github.com,jaredhanson,,,3,passport strategy
ts-standard,npm,787,453,473,36,11,21,0.23947036463245164,-0.23947036463245164,-0.3337829707081488,0.38158263732522335,3.052703627652293,17,4.25,2019,2022,MIT,devtools,github.com,standard,,,5,typescript standard style check checker code code checker code linter code standards code style enforce eslint lint policy quality simple standard standard style style style checker style linter verify typescript standardjs tslint code-fixer code-style linter ts typescript-standard
@embroider/test-setup,npm,787,542,356,158,104,23,0.16172638790070826,-0.16172638790070826,-0.4534325599517112,-1.3350588242356136,0.9034907597535934,424,70.66666666666667,2020,2025,MIT,devtools,github.com,embroider-build,,,5,emberjs hacktoberfest vite webpack
electron-packager,npm,787,411,263,28,105,15,0.2816290014564209,-0.2816290014564209,-0.11064868612126927,-0.696440121522286,2.3901437371663246,96,10.666666666666666,2015,2023,BSD-2-Clause,devtools,github.com,electron,Deprecated,"Please use @electron/packager moving forward. There is no API change, just a package name change",5,electron packager bundler app electron-packager hacktoberfest javascript
domelementtype,npm,787,314,29,19,7,20,0.398215663699955,-0.398215663699955,0.5759669345993934,1.4706697163191813,3.756331279945243,16,1.4545454545454546,2012,2022,BSD-2-Clause,multi,github.com,fb55,,,5,dom element types htmlparser2
postcss-modules-extract-imports,npm,789,298,41,6,13,21,0.4219559029660118,-0.4219559029660118,0.6179871948628753,0.571491328563337,1.7631759069130732,19,1.9,2015,2024,ISC,web,github.com,css-modules,,,5,css-modules postcss plugin
nps,npm,786,411,1447,98,51,20,0.28107751632593025,-0.28107751632593025,-0.5891893858751298,0.16315944968342178,5.494866529774128,36,4.5,2013,2020,MIT,devtools,github.com,sezna,,,3,automation cli npm npm-scripts package-json scripts
d3-color,npm,785,368,419,95,13,22,0.32839617988034764,-0.32839617988034764,-0.2033473457985082,0.539654328052671,3.780971937029432,46,5.111111111111111,2014,2022,ISC,other,github.com,d3,,,5,d3 d3-module color rgb hsl lab hcl lch cubehelix
chownr,npm,785,378,31,18,3,20,0.3167833360713357,-0.3167833360713357,0.44734980557828985,1.1416100795249287,1.754962354551677,11,0.8461538461538461,2012,2024,BlueOak-1.0.0,other,github.com,isaacs,,,5,
pumpify,npm,784,439,255,14,5,22,0.2514169802590649,-0.2514169802590649,-0.13426418241381843,1.9261265482835888,6.269678302532512,22,3.6666666666666665,2014,2019,MIT,other,github.com,mafintosh,,,3,pump duplexify duplex streams stream pipeline combine
grunt-replace,npm,787,571,411,47,12,21,0.13913018869653104,-0.13913018869653104,-0.4544156040903255,0.9006841328182332,4.681724845995893,43,4.3,2012,2021,MIT,ml,github.com,outatime,,,5,gruntplugin replace replacement pattern patterns match text string regex regexp json yaml cson flatten applause
@metamask/snaps-cli,npm,787,296,812,637,59,20,0.42376976817234313,-0.42376976817234313,-0.3561314104460723,-1.5359262519347068,0.3860369609856263,120,24.0,2021,2025,ISC,devtools,github.com,metamask,,,5,metamask snaps ethereum monorepo
yo,npm,786,471,3936,401,64,22,0.22203273372497678,-0.22203273372497678,-0.973528740880273,-1.9637561950928037,0.15331964407939766,74,5.6923076923076925,2013,2025,BSD-2-Clause,devtools,github.com,yeoman,,,5,cli-app cli front-end development dev build web tool scaffold stack yeoman generator generate app boilerplate javascript nodejs scaffolding templates
cookies,npm,791,415,1299,159,23,21,0.27963185096275067,-0.27963185096275067,-0.573694919749866,-0.5755815995086064,2.0177960301163584,34,2.4285714285714284,2011,2024,MIT,other,github.com,pillarjs,,,5,cookies javascript nodejs
@types/mapbox-gl,npm,865,248,50793,30543,1814,24,0.5413185449216105,-0.5413185449216105,-1.3171810748981418,-3.9574598938310563,1.1800136892539357,151,16.77777777777778,2016,2024,MIT,other,github.com,definitelytyped,,,0,definition dts hacktoberfest types typescript typescript-definitions typings
@aws-sdk/config-resolver,npm,783,14,3513,650,173,15,1.718224803628757,-1.718224803628757,1.2864304856295639,-1.6691994128119343,2.4695414099931554,162,27.0,2018,2023,Apache-2.0,multi,github.com,aws,Deprecated,This package has moved to @smithy/config-resolver,6,aws-sdk aws-sdk-js dynamodb javascript lambda nodejs s3 sns typescript
@ai-sdk/provider,npm,799,207,20689,3611,897,23,0.5850266520291822,-0.5850266520291822,-0.9188109390366106,-3.7202159651386673,0.02190280629705681,113,56.5,2024,2025,Apache-2.0,web,github.com,vercel,,,0,ai anthropic artificial-intelligence gemini generative-ai generative-ui javascript language-model llm nextjs openai react svelte typescript vercel vue
customize-cra,npm,883,214,2791,267,39,21,0.6140138050974677,-0.6140138050974677,-0.2645709307309033,0.2245532996610915,5.6125941136208075,42,14.0,2018,2020,MIT,web,github.com,arackaf,,,3,
p-event,npm,790,443,444,27,18,22,0.2507935133830568,-0.2507935133830568,-0.2939354021685408,-0.7877511190109076,0.024640657084188913,20,2.2222222222222223,2017,2025,MIT,multi,github.com,sindresorhus,,,5,promise events event emitter eventemitter event-emitter emit emits listener promisify addlistener addeventlistener wait waits on browser dom async await promises bluebird
columnify,npm,784,459,431,30,12,21,0.232111825063678,-0.232111825063678,-0.31717093720797385,0.6514438189356977,3.9260780287474333,23,2.3,2013,2022,MIT,data,github.com,timoxley,,,5,column text ansi console terminal wrap table
ignore-loader,npm,781,285,96,2,1,18,0.43684071993080487,-0.43684071993080487,0.4312341664151135,3.660220671361653,9.158110882956878,3,1.5,2015,2016,MIT,devtools,github.com,cherrry,,,3,javascript webpack webpack-loader
@types/storybook__addon-info,npm,781,363,50793,30543,1814,24,0.33210536941079205,-0.33210536941079205,-1.6489387503502044,-4.374972668058529,0.14784394250513347,22,2.4444444444444446,2017,2025,MIT,other,github.com,definitelytyped,,,5,definition dts hacktoberfest types typescript typescript-definitions typings
webpack-serve,npm,781,404,52,5,31,20,0.28575172984517927,-0.28575172984517927,0.35732042466890607,1.0921082505704236,4.769336071184121,35,5.833333333333333,2016,2021,MIT,multi,github.com,shellscape,,,5,development devserver serve server webpack
connected-react-router,npm,781,285,4703,587,79,21,0.43684071993080487,-0.43684071993080487,-0.7086347126366007,-1.0429735433102159,3.4962354551676933,51,7.285714285714286,2016,2022,MIT,web,github.com,supasate,,,5,react react-router redux
is-weakmap,npm,808,230,3,1,1,17,0.5443365417201278,-0.5443365417201278,1.4539505536561825,2.1763659884597404,1.834360027378508,5,0.5,2015,2024,MIT,other,github.com,inspect-js,,,0,map weakmap set weakset collection is robust ecmascript javascript
react-hotkeys-hook,npm,780,193,3261,151,56,22,0.6048493039470744,-0.6048493039470744,-0.33071860213182913,-1.8130819528746387,0.23545516769336072,120,17.142857142857142,2019,2025,MIT,web,github.com,johannesklauss,,,0,react hook hooks component hotkey shortcut keyboard shortcuts keypress hotkeys javascript react-hooks typescript
stylelint-config-recommended-vue,npm,903,281,105,9,8,20,0.5059193221560023,-0.5059193221560023,0.5167192155686593,0.2431755153029841,0.5366187542778919,13,2.6,2021,2025,MIT,multi,github.com,ota-meshi,,,0,stylelint stylelint-config recommended vue linter-config
jest-preset-angular,npm,799,277,915,307,92,22,0.45904519107386754,-0.45904519107386754,-0.2517699835085259,-1.7753319805280536,0.09308692676249145,164,18.22222222222222,2017,2025,MIT,testing,github.com,thymikee,,,0,jest typescript angular testing
@backstage/backend-plugin-api,npm,778,125,32252,6999,1056,23,0.7911669125550014,-0.7911669125550014,-0.7508484039841651,-3.9436707314169848,0.06023271731690623,1212,303.0,2022,2025,Apache-2.0,multi,github.com,backstage,,,0,backstage cncf developer-experience developer-portal dx hacktoberfest infrastructure microservices self-service-portal
babel-plugin-react-intl,npm,778,309,14660,1377,336,17,0.4001757638382917,-0.4001757638382917,-1.0821080142752513,-1.5501941942735744,5.0102669404517455,172,24.571428571428573,2015,2021,BSD-3-Clause,multi,github.com,formatjs,Deprecated,this package has been renamed to babel-plugin-formatjs,3,babel-plugin react-intl formatjs globalization i18n internationalization intl javascript localization react translation ui web
node-ssh,npm,778,309,907,94,28,19,0.4001757638382917,-0.4001757638382917,-0.2876626818351276,-0.9624775519367978,0.8049281314168378,66,5.5,2014,2025,MIT,other,github.com,steelbrain,,,5,ssh ssh2 sftp
focus-trap,npm,781,360,1506,118,48,23,0.33569955115419026,-0.33569955115419026,-0.5224472994260132,-1.59827376203364,0.019164955509924708,89,8.090909090909092,2015,2025,MIT,other,github.com,focus-trap,,,5,focus accessibility trap capture keyboard modal dependabot
jsondiffpatch,npm,777,378,5266,495,42,22,0.3123403870216168,-0.3123403870216168,-0.9210682011184981,-1.6604041344098188,0.7720739219712526,67,4.785714285714286,2012,2025,MIT,devtools,github.com,benjamine,,,5,json diff patch delta diffing jsondiffpatch text-diff
@girs/gio-2.0,npm,791,5,29,2,4,16,2.1205739312058496,-2.1205739312058496,3.287718537607268,0.6992121720853245,0.29568788501026694,51,17.0,2023,2025,MIT,ml,github.com,gjsify,,,6,gir typescript types gobject-introspection gjs gio-2.0 adwait gtk gtk3 gtk4 node-gtk nodejs ts-for-gir type
concat,npm,781,364,43,7,1,19,0.33091388860337334,-0.33091388860337334,0.4620506980619501,3.7060108013509505,8.711841204654347,22,3.6666666666666665,2012,2017,MIT,other,github.com,gko,,,3,concatenate files concat join concatenate-files
ts-api-utils,npm,778,324,114,12,11,22,0.3796540966936899,-0.3796540966936899,0.2732702131118637,-0.2118271791935289,0.013689253935660506,50,12.5,2023,2026,MIT,web,github.com,joshuakgoldberg,,,5,abstract-syntax-trees tsutils typescript typescript-api
enzyme-adapter-react-15,npm,776,419,19900,1990,376,23,0.26717172840301373,-0.26717172840301373,-1.3715912912566828,-2.287038791864715,3.1759069130732374,23,3.8333333333333335,2017,2022,MIT,testing,github.com,enzymejs,,,5,javascript shallow rendering shallowrender test reactjs react flux testing test utils assertion helpers tdd mocha assertion-library assertions ava chai enzyme jest react-components test-runner test-runners traversal
rollup-plugin-external-globals,npm,776,196,107,22,8,19,0.5959547926393212,-0.5959547926393212,0.5912601140090156,0.27559135378927213,1.1307323750855578,21,3.0,2018,2024,MIT,devtools,github.com,eight04,,,0,rollup-plugin es transform external globals rollup
connect-mongo,npm,776,412,1969,341,74,22,0.2744709671445129,-0.2744709671445129,-0.7164617213091583,-1.87702315086917,0.10403832991101986,70,4.666666666666667,2011,2025,MIT,web,github.com,jdesboeufs,,,5,connect mongo mongodb session express
tiny-secp256k1,npm,775,316,106,57,13,20,0.38880245904043687,-0.38880245904043687,0.21311538483555698,-0.18723912049470737,0.5503080082135524,32,4.0,2018,2025,MIT,other,github.com,bitcoinjs,,,5,node rust rust-crate secp256k1 wasm
@vitejs/plugin-vue2,npm,903,259,577,60,20,21,0.5411950825045455,-0.5411950825045455,0.07885549140594397,-0.7343265995759105,0.26283367556468173,15,3.75,2022,2025,MIT,multi,github.com,vitejs,,,0,
koa-compress,npm,781,369,442,37,23,21,0.325005028992853,-0.325005028992853,-0.18914548985707527,-0.03036770731905814,2.751540041067762,20,1.8181818181818181,2013,2023,MIT,other,github.com,koajs,,,5,
perfect-scrollbar,npm,774,223,403,78,3,20,0.5390536841721474,-0.5390536841721474,0.12986864643797624,0.2994332803753115,1.1937029431895962,42,3.8181818181818183,2014,2024,MIT,web,github.com,mdbootstrap,,,0,frontend scroll scrollbar bootstrap css html javascript js perfect-scrollbar scrollbar-plugin scrolling ui
caller-path,npm,814,420,64,11,5,21,0.2868755129043081,-0.2868755129043081,0.28857899863819625,1.667970539457709,4.251882272416153,6,0.75,2014,2021,MIT,other,github.com,sindresorhus,,,5,caller calling module path parent callsites callsite stacktrace stack trace function file
better-docs,npm,774,339,875,132,19,20,0.3578227854640552,-0.3578227854640552,-0.3539052056484494,-0.37969086709326344,2.086242299794661,58,11.6,2019,2023,MIT,other,github.com,softwarebrothers,,,5,
eslint-plugin-import-helpers,npm,773,346,291,17,5,22,0.3484114858920191,-0.3484114858920191,-0.029521052500296047,0.24054019222073253,1.2101300479123889,16,2.6666666666666665,2019,2024,MIT,devtools,github.com,tibfib,,,5,eslint eslint-plugin eslintplugin import eslint-plugin-import configurable eslint-rules eslintrc imports
bunchee,npm,773,322,1343,36,25,21,0.3795384383517897,-0.3795384383517897,-0.4114770552755727,-1.260367453966406,0.024640657084188913,185,26.428571428571427,2019,2025,MIT,web,github.com,huozhi,,,5,bundler javascript bundle typescript jsx zero-config library css web server components commonjs esmodule minify react rsc server-components
array-tree-filter,npm,866,180,58,11,6,21,0.6803405226070258,-0.6803405226070258,0.9140294897097057,0.4992129740029181,0.6297056810403833,9,0.8181818181818182,2015,2025,MIT,other,github.com,afc163,,,0,array tree filter
@cypress/code-coverage,npm,779,391,445,112,41,22,0.2988085356700232,-0.2988085356700232,-0.2720933663073885,-1.147376990779461,0.24914442162902123,165,23.571428571428573,2019,2025,MIT,testing,github.com,cypress-io,,,5,cypress istanbul cypress-plugin code coverage code-coverage
keycloak-js,npm,792,143,58,33,28,21,0.7409106952223539,-0.7409106952223539,0.9116490921450385,-0.4999592700488394,0.07392197125256673,162,14.727272727272727,2015,2025,Apache-2.0,multi,github.com,keycloak,,,0,keycloak sso oauth oauth2 authentication
@babel/standalone,npm,779,307,43833,5787,807,25,0.403543886190036,-0.403543886190036,-1.4004128967261882,-3.8357667502228274,0.2080766598220397,327,36.333333333333336,2017,2025,MIT,devtools,github.com,babel,,,5,babel babeljs 6to5 transpile transpiler ast compiler es2015 es6 flavortown javascript
@tiptap/extension-table-cell,npm,770,203,34414,2822,447,24,0.577424210625058,-0.577424210625058,-1.0587698403729884,-3.5531891056373763,0.0,284,47.333333333333336,2021,2026,MIT,web,github.com,ueberdosis,,,0,tiptap tiptap extension editor javascript js prosemirror react renderless-components rich-text vue wysiwyg wysiwyg-editor
rc-table,npm,770,160,1363,620,132,21,0.6802285020191072,-0.6802285020191072,-0.06418521258488419,-2.0619609158861487,0.24914442162902123,462,38.5,2014,2025,MIT,web,github.com,react-component,,,0,react react-table table component ui
uglify-save-license,npm,769,436,59,10,2,19,0.24600928820205992,-0.24600928820205992,0.24108696887361297,4.37395735130217,11.68788501026694,14,7.0,2013,2014,MIT,other,github.com,shinnn,,,3,uglify compression minification comment license copyright detection preservation banner
browser-sync-webpack-plugin,npm,796,442,370,45,10,22,0.25505459517304274,-0.25505459517304274,-0.2500669362259988,-0.3044839502424377,0.5941136208076659,23,2.090909090909091,2015,2025,MIT,web,github.com,va1,,,5,webpack webpack-plugin browsersync browser-sync livereload serve dev-server javascript webpack2
tscpaths,npm,917,475,268,49,3,17,0.2852357284807492,-0.2852357284807492,-0.10377956668445171,2.3267786887501742,6.666666666666667,9,4.5,2018,2019,MIT,other,github.com,joonhocho,,,3,typescript paths alias absolute path relative path compilation tsc
